Entry,Entry name,Status,Protein names,Gene names,Organism,Length
Q61767,3BHS4_MOUSE,reviewed,NADPH-dependent 3-keto-steroid reductase Hsd3b4 (3 beta-hydroxysteroid dehydrogenase type 4) (3 beta-hydroxysteroid dehydrogenase type IV) (3 beta-HSD IV) (EC 1.1.1.270) (Dihydrotestosterone 3-ketoreductase) (EC 1.1.1.210),Hsd3b4,Mus musculus (Mouse),373
O89016,ABCD4_MOUSE,reviewed,Lysosomal cobalamin transporter ABCD4 (ATP-binding cassette sub-family D member 4) (PMP70-related protein) (P70R) (Peroxisomal membrane protein 1-like) (PXMP1-L) (Peroxisomal membrane protein 69) (PMP69),Abcd4 Pxmp1l,Mus musculus (Mouse),606
Q8VDI9,ALG9_MOUSE,reviewed,"Alpha-1,2-mannosyltransferase ALG9 (EC 2.4.1.259) (EC 2.4.1.261) (Dol-P-Man:Man(6)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase) (Dol-P-Man:Man(8)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase)",Alg9,Mus musculus (Mouse),611
Q8R3R8,GBRL1_MOUSE,reviewed,Gamma-aminobutyric acid receptor-associated protein-like 1 (GABA(A) receptor-associated protein-like 1) (Glandular epithelial cell protein 1) (GEC-1),Gabarapl1 Apg8l Atg8l Gec1 MNCb-0091,Mus musculus (Mouse),117
P60894,GPR85_MOUSE,reviewed,Probable G-protein coupled receptor 85 (Super conserved receptor expressed in brain 2),Gpr85 Sreb2,Mus musculus (Mouse),370
Q6ZQ89,MARH6_MOUSE,reviewed,E3 ubiquitin-protein ligase MARCHF6 (EC 2.3.2.27) (Membrane-associated RING finger protein 6) (Membrane-associated RING-CH protein VI) (MARCH-VI) (RING-type E3 ubiquitin transferase MARCHF6),Marchf6 Kiaa0597 March6,Mus musculus (Mouse),909
Q9CWP6,MSPD2_MOUSE,reviewed,Motile sperm domain-containing protein 2,Mospd2,Mus musculus (Mouse),518
Q8K2I3,FMO2_MOUSE,reviewed,Dimethylaniline monooxygenase [N-oxide-forming] 2 (EC 1.14.13.8) (Dimethylaniline oxidase 2) (Pulmonary flavin-containing monooxygenase 2) (FMO 2),Fmo2,Mus musculus (Mouse),535
O54998,FKBP7_MOUSE,reviewed,Peptidyl-prolyl cis-trans isomerase FKBP7 (PPIase FKBP7) (EC 5.2.1.8) (23 kDa FK506-binding protein) (23 kDa FKBP) (FKBP-23) (FK506-binding protein 7) (FKBP-7) (Rotamase),Fkbp7 Fkbp23,Mus musculus (Mouse),218
Q8VHG0,FMO4_MOUSE,reviewed,Dimethylaniline monooxygenase [N-oxide-forming] 4 (EC 1.14.13.8) (Dimethylaniline oxidase 4) (Hepatic flavin-containing monooxygenase 4) (FMO 4),Fmo4,Mus musculus (Mouse),560
Q69ZF3,GBA2_MOUSE,reviewed,Non-lysosomal glucosylceramidase (NLGase) (EC 3.2.1.45) (Beta-glucocerebrosidase 2) (Beta-glucosidase 2) (Bile acid beta-glucosidase GBA2) (Bile acid glucosyl transferase GBA2) (Cholesterol glucosyltransferase GBA2) (EC 2.4.1.-) (Cholesteryl-beta-glucosidase GBA2) (EC 3.2.1.104) (Glucosylceramidase 2),Gba2 Kiaa1605,Mus musculus (Mouse),918
Q9CRY7,GDPD1_MOUSE,reviewed,Lysophospholipase D GDPD1 (EC 3.1.4.-) (Glycerophosphodiester phosphodiesterase 4) (Glycerophosphodiester phosphodiesterase domain-containing protein 1),Gdpd1 Gde4,Mus musculus (Mouse),314
E9PV86,MCTP1_MOUSE,reviewed,Multiple C2 and transmembrane domain-containing protein 1,Mctp1,Mus musculus (Mouse),951
Q9CXI5,MANF_MOUSE,reviewed,Mesencephalic astrocyte-derived neurotrophic factor (Arginine-rich protein) (Protein ARMET),Manf Armet,Mus musculus (Mouse),179
Q9Z2B5,E2AK3_MOUSE,reviewed,Eukaryotic translation initiation factor 2-alpha kinase 3 (EC 2.7.11.1) (PRKR-like endoplasmic reticulum kinase) (Pancreatic eIF2-alpha kinase),Eif2ak3 Pek Perk,Mus musculus (Mouse),1114
Q8K1F9,LCTL_MOUSE,reviewed,Lactase-like protein (Klotho/lactase-phlorizin hydrolase-related protein),Lctl Klph,Mus musculus (Mouse),566
Q3UM18,LSG1_MOUSE,reviewed,Large subunit GTPase 1 homolog (EC 3.6.1.-),Lsg1 D16Bwg1547e,Mus musculus (Mouse),644
P48410,ABCD1_MOUSE,reviewed,ATP-binding cassette sub-family D member 1 (EC 7.6.2.4) (Adrenoleukodystrophy protein) (ALDP),Abcd1 Ald Aldgh,Mus musculus (Mouse),736
Q91ZU6,DYST_MOUSE,reviewed,Dystonin (Bullous pemphigoid antigen 1) (BPA) (Dystonia musculorum protein) (Hemidesmosomal plaque protein) (Microtubule actin cross-linking factor 2),Dst Bpag1 Macf2,Mus musculus (Mouse),7393
Q9WV91,FPRP_MOUSE,reviewed,Prostaglandin F2 receptor negative regulator (CD9 partner 1) (CD9P-1) (Glu-Trp-Ile EWI motif-containing protein F) (EWI-F) (Prostaglandin F2-alpha receptor regulatory protein) (Prostaglandin F2-alpha receptor-associated protein) (CD antigen CD315),Ptgfrn Fprp,Mus musculus (Mouse),879
Q8R1W2,GSG1_MOUSE,reviewed,Germ cell-specific gene 1 protein (Germ cell-associated protein 1),Gsg1,Mus musculus (Mouse),324
Q5NC32,MOT11_MOUSE,reviewed,Monocarboxylate transporter 11 (MCT 11) (Solute carrier family 16 member 11),Slc16a11 Mct11,Mus musculus (Mouse),447
O88312,AGR2_MOUSE,reviewed,Anterior gradient protein 2 homolog (AG-2) (mAG-2) (Protein Gob-4) (Secreted cement gland protein XAG-2 homolog),Agr2 Gob4,Mus musculus (Mouse),175
Q6UQ17,AT8B3_MOUSE,reviewed,"Phospholipid-transporting ATPase IK (EC 7.6.2.1) (ATPase, class I, type 8B, member 3) (Sperm aminophospholipid transporter) (SAPLT)",Atp8b3,Mus musculus (Mouse),1335
Q99LY2,GDPD3_MOUSE,reviewed,Lysophospholipase D GDPD3 (EC 3.1.4.-) (Glycerophosphodiester phosphodiesterase 7) (Glycerophosphodiester phosphodiesterase domain-containing protein 3),Gdpd3 Gde7,Mus musculus (Mouse),330
Q9ET77,JPH3_MOUSE,reviewed,Junctophilin-3 (JP-3) (Junctophilin type 3),Jph3 Jp3,Mus musculus (Mouse),744
P13516,ACOD1_MOUSE,reviewed,Acyl-CoA desaturase 1 (EC 1.14.19.1) (Delta(9)-desaturase 1) (Delta-9 desaturase 1) (Fatty acid desaturase 1) (Stearoyl-CoA desaturase 1),Scd1,Mus musculus (Mouse),355
P26149,3BHS2_MOUSE,reviewed,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2 (3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type II) (3-beta-HSD II) [Includes: 3-beta-hydroxy-Delta(5)-steroid dehydrogenase (EC 1.1.1.145) (3-beta-hydroxy-5-ene steroid dehydrogenase) (Progesterone reductase); Steroid Delta-isomerase (EC 5.3.3.1) (Delta-5-3-ketosteroid isomerase)],Hsd3b2,Mus musculus (Mouse),373
P31230,AIMP1_MOUSE,reviewed,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 (Multisynthase complex auxiliary component p43) [Cleaved into: Endothelial monocyte-activating polypeptide 2 (EMAP-2) (Endothelial monocyte-activating polypeptide II) (EMAP-II) (Small inducible cytokine subfamily E member 1)],Aimp1 Emap2 Scye1,Mus musculus (Mouse),310
Q9D2Y9,ELOV7_MOUSE,reviewed,Elongation of very long chain fatty acids protein 7 (EC 2.3.1.199) (3-keto acyl-CoA synthase Elovl7) (ELOVL fatty acid elongase 7) (ELOVL FA elongase 7) (Very long chain 3-ketoacyl-CoA synthase 7) (Very long chain 3-oxoacyl-CoA synthase 7),Elovl7,Mus musculus (Mouse),281
Q8CEK7,FATE1_MOUSE,reviewed,Fetal and adult testis-expressed transcript protein homolog,Fate1 Fate,Mus musculus (Mouse),99
L7N1X6,FBW15_MOUSE,reviewed,F-box/WD repeat-containing protein 15,Fbxw15 Fbxo12J,Mus musculus (Mouse),466
Q9JKR6,HYOU1_MOUSE,reviewed,Hypoxia up-regulated protein 1 (GRP-170) (140 kDa Ca(2+)-binding protein) (CBP-140),Hyou1 Grp170,Mus musculus (Mouse),999
Q3UN02,LCLT1_MOUSE,reviewed,Lysocardiolipin acyltransferase 1 (EC 2.3.1.-) (1-acylglycerol-3-phosphate O-acyltransferase 8) (1-AGP acyltransferase 8) (1-AGPAT 8) (EC 2.3.1.51) (Acyl-CoA:lysocardiolipin acyltransferase 1),Lclat1 Agpat8 Alcat1 Gm91 Lycat,Mus musculus (Mouse),376
A2AJ15,MA1B1_MOUSE,reviewed,"Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase (EC 3.2.1.113) (ER alpha-1,2-mannosidase) (ER mannosidase 1) (ERMan1) (Man9GlcNAc2-specific-processing alpha-mannosidase) (Mannosidase alpha class 1B member 1)",Man1b1,Mus musculus (Mouse),658
Q9DCZ4,MIC26_MOUSE,reviewed,MICOS complex subunit Mic26 (Apolipoprotein O) (MICOS complex subunit Mic23) (Protein FAM121B),Apoo Fam121b Mic23 Mic26,Mus musculus (Mouse),198
Q9DC29,ABCB6_MOUSE,reviewed,"ATP-binding cassette sub-family B member 6, mitochondrial",Abcb6,Mus musculus (Mouse),842
P52785,GUC2E_MOUSE,reviewed,Retinal guanylyl cyclase 1 (Guanylate cyclase 2E) (Guanylyl cyclase GC-E) (EC 4.6.1.2),Gucy2e Guc2e,Mus musculus (Mouse),1108
A3KGW5,GT253_MOUSE,reviewed,Inactive glycosyltransferase 25 family member 3 (Cerebral endothelial cell adhesion molecule),Cercam Ceecam1 Glt25d3,Mus musculus (Mouse),592
Q8C5L6,INP5K_MOUSE,reviewed,"Inositol polyphosphate 5-phosphatase K (EC 3.1.3.56) (Phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase) (EC 3.1.3.86) (Phosphatidylinositol-4,5-bisphosphate 5-phosphatase) (EC 3.1.3.36) (Skeletal muscle and kidney-enriched inositol phosphatase)",Inpp5k Pps Skip,Mus musculus (Mouse),468
Q3TA59,JMJD8_MOUSE,reviewed,JmjC domain-containing protein 8 (Jumonji domain-containing protein 8),Jmjd8,Mus musculus (Mouse),271
Q91YA2,KPSH1_MOUSE,reviewed,Serine/threonine-protein kinase H1 (EC 2.7.11.1) (Protein serine kinase H1) (PSK-H1),Pskh1,Mus musculus (Mouse),424
Q99PG0,AAAD_MOUSE,reviewed,Arylacetamide deacetylase (EC 3.1.1.3),Aadac Aada,Mus musculus (Mouse),398
Q99LR1,ABD12_MOUSE,reviewed,Lysophosphatidylserine lipase ABHD12 (EC 3.1.1.-) (2-arachidonoylglycerol hydrolase ABHD12) (Abhydrolase domain-containing protein 12) (Monoacylglycerol lipase ABHD12) (EC 3.1.1.23) (Oxidized phosphatidylserine lipase ABHD12) (EC 3.1.-.-),Abhd12,Mus musculus (Mouse),398
Q9D8C3,ALG13_MOUSE,reviewed,Putative bifunctional UDP-N-acetylglucosamine transferase and deubiquitinase ALG13 (EC 2.4.1.141) (EC 3.4.19.12) (Asparagine-linked glycosylation 13 homolog) (Glycosyltransferase 28 domain-containing protein 1) (UDP-N-acetylglucosamine transferase subunit ALG13 homolog),Alg13 Glt28d1,Mus musculus (Mouse),1166
Q9D081,ALG14_MOUSE,reviewed,UDP-N-acetylglucosamine transferase subunit ALG14 homolog,Alg14,Mus musculus (Mouse),217
Q9D0U9,ARV1_MOUSE,reviewed,Protein ARV1,Arv1,Mus musculus (Mouse),266
Q99JY0,ECHB_MOUSE,reviewed,"Trifunctional enzyme subunit beta, mitochondrial (TP-beta) [Includes: 3-ketoacyl-CoA thiolase (EC 2.3.1.155) (EC 2.3.1.16) (Acetyl-CoA acyltransferase) (Beta-ketothiolase)]",Hadhb,Mus musculus (Mouse),475
Q8R180,ERO1A_MOUSE,reviewed,ERO1-like protein alpha (ERO1-L) (ERO1-L-alpha) (EC 1.8.4.-) (Endoplasmic reticulum oxidoreductase alpha) (Endoplasmic reticulum oxidoreductin-1-like protein) (Oxidoreductin-1-L-alpha),Ero1a Ero1l,Mus musculus (Mouse),464
Q9EQY0,ERN1_MOUSE,reviewed,Serine/threonine-protein kinase/endoribonuclease IRE1 (Endoplasmic reticulum-to-nucleus signaling 1) (Inositol-requiring protein 1) (Ire1-alpha) (IRE1a) [Includes: Serine/threonine-protein kinase (EC 2.7.11.1); Endoribonuclease (EC 3.1.26.-)],Ern1 Ire1,Mus musculus (Mouse),977
Q8CG64,FKRP_MOUSE,reviewed,Fukutin-related protein (EC 2.4.2.-) (Ribitol-5-phosphate transferase),Fkrp,Mus musculus (Mouse),494
Q8R070,G6PT2_MOUSE,reviewed,Glucose-6-phosphate exchanger SLC37A1 (Solute carrier family 37 member 1),Slc37a1,Mus musculus (Mouse),531
Q8R507,FKTN_MOUSE,reviewed,Fukutin (EC 2.4.2.-) (Fukuyama-type congenital muscular dystrophy protein) (Ribitol-5-phosphate transferase),Fktn Fcmd,Mus musculus (Mouse),461
P70227,ITPR3_MOUSE,reviewed,"Inositol 1,4,5-trisphosphate receptor type 3 (IP3 receptor isoform 3) (IP3R 3) (InsP3R3) (Type 3 inositol 1,4,5-trisphosphate receptor) (Type 3 InsP3 receptor)",Itpr3,Mus musculus (Mouse),2670
Q91YH5,ATLA3_MOUSE,reviewed,Atlastin-3 (EC 3.6.5.-),Atl3,Mus musculus (Mouse),541
O35949,ELOV3_MOUSE,reviewed,Elongation of very long chain fatty acids protein 3 (EC 2.3.1.199) (3-keto acyl-CoA synthase Elovl3) (CIN-2) (Cold-inducible glycoprotein of 30 kDa) (ELOVL fatty acid elongase 3) (ELOVL FA elongase 3) (Very long chain 3-ketoacyl-CoA synthase 3) (Very long chain 3-oxoacyl-CoA synthase 3),Elovl3 Cig30,Mus musculus (Mouse),271
Q3UVK0,ERMP1_MOUSE,reviewed,Endoplasmic reticulum metallopeptidase 1 (EC 3.4.-.-) (Felix-ina),Ermp1 D19Wsu12e Fxna Kiaa1815,Mus musculus (Mouse),898
Q9Z2E3,ERN2_MOUSE,reviewed,Serine/threonine-protein kinase/endoribonuclease IRE2 (Endoplasmic reticulum-to-nucleus signaling 2) (Inositol-requiring protein 2) (Ire1-beta) (IRE1b) (mIre1) [Includes: Serine/threonine-protein kinase (EC 2.7.11.1); Endoribonuclease (EC 3.1.26.-)],Ern2 Ire2,Mus musculus (Mouse),911
Q91WU0,EST1F_MOUSE,reviewed,Carboxylesterase 1F (EC 3.1.1.1) (Carboxylic ester hydrolase) (Triacylglycerol hydrolase 2) (TGH-2),Ces1f CesML1,Mus musculus (Mouse),561
Q8CID3,FA20A_MOUSE,reviewed,Pseudokinase FAM20A,Fam20a,Mus musculus (Mouse),541
Q5DTI8,ESYT3_MOUSE,reviewed,Extended synaptotagmin-3 (E-Syt3),Esyt3 D9Ertd280e Fam62c Kiaa4186,Mus musculus (Mouse),891
Q9D379,HYEP_MOUSE,reviewed,Epoxide hydrolase 1 (EC 3.3.2.9) (Epoxide hydratase) (Microsomal epoxide hydrolase) (mEH),Ephx1,Mus musculus (Mouse),455
Q8C0N2,GPAT3_MOUSE,reviewed,Glycerol-3-phosphate acyltransferase 3 (GPAT-3) (EC 2.3.1.15) (1-acyl-sn-glycerol-3-phosphate O-acyltransferase 10) (AGPAT 10) (1-acyl-sn-glycerol-3-phosphate O-acyltransferase 9) (1-AGP acyltransferase 9) (1-AGPAT 9) (EC 2.3.1.51) (Acyl-CoA:glycerol-3-phosphate acyltransferase 3) (mGPAT3) (Lysophosphatidic acid acyltransferase theta) (LPAAT-theta),Gpat3 Agpat9,Mus musculus (Mouse),438
Q80WT0,JPH4_MOUSE,reviewed,Junctophilin-4 (JP-4) (Junctophilin-like 1 protein),Jph4 Jphl1,Mus musculus (Mouse),628
Q921Q3,ALG1_MOUSE,reviewed,"Chitobiosyldiphosphodolichol beta-mannosyltransferase (EC 2.4.1.142) (Asparagine-linked glycosylation protein 1 homolog) (Beta-1,4-mannosyltransferase) (GDP-Man:GlcNAc2-PP-dolichol mannosyltransferase) (GDP-mannose-dolichol diphosphochitobiose mannosyltransferase)",Alg1,Mus musculus (Mouse),482
Q9WTK3,GPAA1_MOUSE,reviewed,Glycosylphosphatidylinositol anchor attachment 1 protein (GPI anchor attachment protein 1) (GAA1 protein homolog) (mGAA1),Gpaa1 Gaa1,Mus musculus (Mouse),621
Q8BGY2,IF5A2_MOUSE,reviewed,Eukaryotic translation initiation factor 5A-2 (eIF-5A-2) (eIF-5A2) (Eukaryotic initiation factor 5A isoform 2),Eif5a2,Mus musculus (Mouse),153
Q99PI5,LPIN2_MOUSE,reviewed,Phosphatidate phosphatase LPIN2 (EC 3.1.3.4) (Lipin-2),Lpin2,Mus musculus (Mouse),893
Q91ZV0,MIA2_MOUSE,reviewed,Melanoma inhibitory activity protein 2 (CTAGE family member 5 ER export factor),Mia2 Ctage5,Mus musculus (Mouse),1396
Q3TDX8,NB5R4_MOUSE,reviewed,Cytochrome b5 reductase 4 (EC 1.6.2.2) (Flavohemoprotein b5/b5R) (b5+b5R) (N-terminal cytochrome b5 and cytochrome b5 oxidoreductase domain-containing protein) (cb5/cb5R),Cyb5r4 Ncb5or,Mus musculus (Mouse),528
P09922,MX1B_MOUSE,reviewed,Interferon-induced GTP-binding protein Mx1 (Influenza resistance protein) (Myxoma resistance protein 1) (Myxovirus resistance protein 1),Mx1 Mx,Mus musculus (Mouse),631
Q80W54,FACE1_MOUSE,reviewed,CAAX prenyl protease 1 homolog (EC 3.4.24.84) (Farnesylated proteins-converting enzyme 1) (FACE-1) (Prenyl protein-specific endoprotease 1) (Zinc metalloproteinase Ste24 homolog),Zmpste24 Face1,Mus musculus (Mouse),475
P45878,FKBP2_MOUSE,reviewed,Peptidyl-prolyl cis-trans isomerase FKBP2 (PPIase FKBP2) (EC 5.2.1.8) (13 kDa FK506-binding protein) (13 kDa FKBP) (FKBP-13) (FK506-binding protein 2) (FKBP-2) (Immunophilin FKBP13) (Rotamase),Fkbp2 Fkbp13,Mus musculus (Mouse),140
P04441,HG2A_MOUSE,reviewed,H-2 class II histocompatibility antigen gamma chain (Ia antigen-associated invariant chain) (Ii) (Ii chain) (MHC class II-associated invariant chain) (CD antigen CD74) [Cleaved into: Class-II-associated invariant chain peptide (CLIP)],Cd74 Ii,Mus musculus (Mouse),279
Q9QZ85,IIGP1_MOUSE,reviewed,Interferon-inducible GTPase 1 (EC 3.6.5.-),Iigp1 Irga6,Mus musculus (Mouse),413
P08923,LTK_MOUSE,reviewed,Leukocyte tyrosine kinase receptor (EC 2.7.10.1),Ltk,Mus musculus (Mouse),888
Q91ZP3,LPIN1_MOUSE,reviewed,Phosphatidate phosphatase LPIN1 (EC 3.1.3.4) (Fatty liver dystrophy protein) (Lipin-1),Lpin1 Fld,Mus musculus (Mouse),924
Q9JI60,LRAT_MOUSE,reviewed,Lecithin retinol acyltransferase (EC 2.3.1.135) (Phosphatidylcholine--retinol O-acyltransferase) (Phosphatidylcholine-retinol-O-acyltransferase),Lrat,Mus musculus (Mouse),231
O08601,MTP_MOUSE,reviewed,Microsomal triglyceride transfer protein large subunit,Mttp Mtp,Mus musculus (Mouse),894
Q60716,P4HA2_MOUSE,reviewed,"Prolyl 4-hydroxylase subunit alpha-2 (4-PH alpha-2) (EC 1.14.11.2) (Procollagen-proline,2-oxoglutarate-4-dioxygenase subunit alpha-2)",P4ha2,Mus musculus (Mouse),537
Q9JJQ0,PIGB_MOUSE,reviewed,GPI mannosyltransferase 3 (EC 2.4.1.-) (GPI mannosyltransferase III) (GPI-MT-III) (Phosphatidylinositol-glycan biosynthesis class B protein) (PIG-B),Pigb,Mus musculus (Mouse),542
Q8BFY6,PEF1_MOUSE,reviewed,Peflin (PEF protein with a long N-terminal hydrophobic domain) (Penta-EF hand domain-containing protein 1),Pef1,Mus musculus (Mouse),275
Q8R2R1,POMT1_MOUSE,reviewed,Protein O-mannosyl-transferase 1 (EC 2.4.1.109) (Dolichyl-phosphate-mannose--protein mannosyltransferase 1),Pomt1,Mus musculus (Mouse),746
O54909,RDH16_MOUSE,reviewed,Retinol dehydrogenase 16 (EC 1.1.1.105) (EC 1.1.1.209) (EC 1.1.1.315) (EC 1.1.1.53) (Cis-retinol androgen dehydrogenase 1),Rdh16 Crad Crad1 Rdh1 Rdh6,Mus musculus (Mouse),317
Q8BZ36,RINT1_MOUSE,reviewed,RAD50-interacting protein 1 (RAD50 interactor 1) (RINT-1),Rint1,Mus musculus (Mouse),792
Q8CBG9,RN170_MOUSE,reviewed,E3 ubiquitin-protein ligase RNF170 (EC 2.3.2.27) (RING finger protein 170) (RING-type E3 ubiquitin transferase RNF170),Rnf170,Mus musculus (Mouse),286
P37040,NCPR_MOUSE,reviewed,NADPH--cytochrome P450 reductase (CPR) (P450R) (EC 1.6.2.4),Por,Mus musculus (Mouse),678
Q8BXR9,OSBL6_MOUSE,reviewed,Oxysterol-binding protein-related protein 6 (ORP-6) (OSBP-related protein 6),Osbpl6,Mus musculus (Mouse),959
Q78XF5,OSTC_MOUSE,reviewed,Oligosaccharyltransferase complex subunit OSTC,Ostc,Mus musculus (Mouse),149
Q8BYI6,PCAT2_MOUSE,reviewed,Lysophosphatidylcholine acyltransferase 2 (LPC acyltransferase 2) (LPCAT-2) (LysoPC acyltransferase 2) (EC 2.3.1.23) (1-acylglycerol-3-phosphate O-acyltransferase 11) (1-AGP acyltransferase 11) (1-AGPAT 11) (EC 2.3.1.51) (1-acylglycerophosphocholine O-acyltransferase) (1-alkenylglycerophosphocholine O-acyltransferase) (EC 2.3.1.25) (1-alkylglycerophosphocholine O-acetyltransferase) (EC 2.3.1.67) (Acetyl-CoA:lyso-platelet-activating factor acetyltransferase) (Acetyl-CoA:lyso-PAF acetyltransferase) (Lyso-PAF acetyltransferase) (LysoPAFAT) (Acyltransferase-like 1),Lpcat2 Aytl1 Aytl1a Lpcat2a,Mus musculus (Mouse),544
Q9DAX2,PLPP2_MOUSE,reviewed,Phospholipid phosphatase 2 (EC 3.1.3.-) (EC 3.1.3.4) (Lipid phosphate phosphohydrolase 2) (PAP2-gamma) (PAP2-G) (Phosphatidate phosphohydrolase type 2c) (Phosphatidic acid phosphatase 2c) (PAP-2c) (PAP2c),Plpp2 Lpp2 Ppap2c,Mus musculus (Mouse),276
Q8R4B8,NLRP3_MOUSE,reviewed,"NACHT, LRR and PYD domains-containing protein 3 (Cold autoinflammatory syndrome 1 protein homolog) (Cryopyrin) (Mast cell maturation-associated-inducible protein 1) (PYRIN-containing APAF1-like protein 1)",Nlrp3 Cias1 Mmig1 Nalp3 Pypaf1,Mus musculus (Mouse),1033
Q6ZPR5,NSMA3_MOUSE,reviewed,Sphingomyelin phosphodiesterase 4 (EC 3.1.4.12) (Neutral sphingomyelinase 3) (nSMase-3) (nSMase3) (Neutral sphingomyelinase III),Smpd4 Kiaa1418,Mus musculus (Mouse),823
Q64323,PIGA_MOUSE,reviewed,N-acetylglucosaminyl-phosphatidylinositol biosynthetic protein (GlcNAc-PI synthesis protein) (Phosphatidylinositol-glycan biosynthesis class A protein) (PIG-A),Piga,Mus musculus (Mouse),485
Q06180,PTN2_MOUSE,reviewed,Tyrosine-protein phosphatase non-receptor type 2 (Protein-tyrosine phosphatase PTP-2) (EC 3.1.3.48) (MPTP),Ptpn2 Ptpt,Mus musculus (Mouse),406
Q3UR85,MYRF_MOUSE,reviewed,"Myelin regulatory factor (EC 3.4.-.-) (Myelin gene regulatory factor) [Cleaved into: Myelin regulatory factor, N-terminal; Myelin regulatory factor, C-terminal]",Myrf Gm1804 Gm98 Mrf,Mus musculus (Mouse),1138
Q8BKC8,PI4KB_MOUSE,reviewed,Phosphatidylinositol 4-kinase beta (PI4K-beta) (PI4Kbeta) (PtdIns 4-kinase beta) (EC 2.7.1.67),Pi4kb Pik4cb,Mus musculus (Mouse),816
Q80XI4,PI42B_MOUSE,reviewed,Phosphatidylinositol 5-phosphate 4-kinase type-2 beta (EC 2.7.1.149) (1-phosphatidylinositol 5-phosphate 4-kinase 2-beta) (Diphosphoinositide kinase 2-beta) (Phosphatidylinositol 5-phosphate 4-kinase type II beta) (PI(5)P 4-kinase type II beta) (PIP4KII-beta) (PtdIns(5)P-4-kinase isoform 2-beta),Pip4k2b Pip5k2b,Mus musculus (Mouse),416
Q8BUH7,RNF26_MOUSE,reviewed,E3 ubiquitin-protein ligase RNF26 (EC 2.3.2.27) (RING finger protein 26),Rnf26,Mus musculus (Mouse),424
Q9JLN9,MTOR_MOUSE,reviewed,Serine/threonine-protein kinase mTOR (EC 2.7.11.1) (FK506-binding protein 12-rapamycin complex-associated protein 1) (FKBP12-rapamycin complex-associated protein) (Mammalian target of rapamycin) (mTOR) (Mechanistic target of rapamycin) (Rapamycin target protein 1) (RAPT1),Mtor Frap Frap1,Mus musculus (Mouse),2549
Q9JIP4,PANX1_MOUSE,reviewed,Pannexin-1,Panx1,Mus musculus (Mouse),426
Q3TQR0,PGAP2_MOUSE,reviewed,Post-GPI attachment to proteins factor 2 (FGF receptor-activating protein 1),Pgap2 Frag1,Mus musculus (Mouse),254
Q8K358,PIGU_MOUSE,reviewed,Phosphatidylinositol glycan anchor biosynthesis class U protein (Cell division cycle protein 91-like 1) (Protein CDC91-like 1) (GPI transamidase component PIG-U),Pigu Cdc91l1,Mus musculus (Mouse),434
P33587,PROC_MOUSE,reviewed,Vitamin K-dependent protein C (EC 3.4.21.69) (Anticoagulant protein C) (Autoprothrombin IIA) (Blood coagulation factor XIV) [Cleaved into: Vitamin K-dependent protein C light chain; Vitamin K-dependent protein C heavy chain; Activation peptide],Proc,Mus musculus (Mouse),460
Q7TMV1,RN139_MOUSE,reviewed,E3 ubiquitin-protein ligase RNF139 (EC 2.3.2.27) (RING finger protein 139) (RING-type E3 ubiquitin transferase RNF139) (Translocation in renal carcinoma on chromosome 8 protein),Rnf139,Mus musculus (Mouse),668
Q8VII8,MCR_MOUSE,reviewed,Mineralocorticoid receptor (MR) (Nuclear receptor subfamily 3 group C member 2),Nr3c2 Mlr,Mus musculus (Mouse),978
Q9JHI8,NOX4_MOUSE,reviewed,NADPH oxidase 4 (EC 1.6.3.-) (Kidney oxidase-1) (KOX-1) (Kidney superoxide-producing NADPH oxidase) (Renal NAD(P)H-oxidase) (Superoxide-generating NADPH oxidase 4),Nox4 Renox,Mus musculus (Mouse),578
E2JF22,PIEZ1_MOUSE,reviewed,Piezo-type mechanosensitive ion channel component 1 (Protein FAM38A),Piezo1 Fam38a,Mus musculus (Mouse),2547
P54830,PTN5_MOUSE,reviewed,Tyrosine-protein phosphatase non-receptor type 5 (EC 3.1.3.48) (Neural-specific protein-tyrosine phosphatase) (Striatum-enriched protein-tyrosine phosphatase) (STEP),Ptpn5,Mus musculus (Mouse),541
