Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (cellular component)	Gene Ontology (biological process)	Gene Ontology (GO)	Gene Ontology (molecular function)	Subcellular location [CC]
Q99M01	reviewed	SYFM_MOUSE	Phenylalanine--tRNA ligase, mitochondrial (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase) (PheRS)	Fars2 Fars1	Mus musculus (Mouse)	451	cytoplasm [GO:0005737]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]	phenylalanyl-tRNA aminoacylation [GO:0006432]; tRNA processing [GO:0008033]	cytoplasm [GO:0005737]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; ATP binding [GO:0005524]; phenylalanine-tRNA ligase activity [GO:0004826]; tRNA binding [GO:0000049]; phenylalanyl-tRNA aminoacylation [GO:0006432]; tRNA processing [GO:0008033]	ATP binding [GO:0005524]; phenylalanine-tRNA ligase activity [GO:0004826]; tRNA binding [GO:0000049]	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000305}. Mitochondrion {ECO:0000250|UniProtKB:Q6AYQ3}.
Q99M86	unreviewed	Q99M86_MOUSE	Flap endonuclease 1 (FEN-1) (EC 3.1.-.-) (Flap structure-specific endonuclease 1)	Fen1 FEN1	Mus musculus (Mouse)	378	mitochondrion [GO:0005739]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]	base-excision repair [GO:0006284]; DNA replication, removal of RNA primer [GO:0043137]	mitochondrion [GO:0005739]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; 5'-3' exonuclease activity [GO:0008409]; 5'-flap endonuclease activity [GO:0017108]; DNA binding [GO:0003677]; magnesium ion binding [GO:0000287]; base-excision repair [GO:0006284]; DNA replication, removal of RNA primer [GO:0043137]	5'-3' exonuclease activity [GO:0008409]; 5'-flap endonuclease activity [GO:0017108]; DNA binding [GO:0003677]; magnesium ion binding [GO:0000287]	SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000256|HAMAP-Rule:MF_03140}. Nucleus, nucleoplasm {ECO:0000256|HAMAP-Rule:MF_03140}. Mitochondrion {ECO:0000256|HAMAP-Rule:MF_03140}. Note=Resides mostly in the nucleoli and relocalizes to the nucleoplasm upon DNA damage. {ECO:0000256|HAMAP-Rule:MF_03140}.
Q99MB2	reviewed	MTFR1_MOUSE	Mitochondrial fission regulator 1 (Chondrocyte protein with a poly-proline region)	Mtfr1 Chppr Kiaa0009	Mus musculus (Mouse)	328	cytosol [GO:0005829]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]	aerobic respiration [GO:0009060]; mitochondrial fission [GO:0000266]; mitochondrion organization [GO:0007005]	cytosol [GO:0005829]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]; aerobic respiration [GO:0009060]; mitochondrial fission [GO:0000266]; mitochondrion organization [GO:0007005]		SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250}. Note=May be associated with the inner and the outer mitochondrial membrane. {ECO:0000250}.
Q99MN9	reviewed	PCCB_MOUSE	Propionyl-CoA carboxylase beta chain, mitochondrial (PCCase subunit beta) (EC 6.4.1.3) (Propanoyl-CoA:carbon dioxide ligase subunit beta)	Pccb	Mus musculus (Mouse)	541	catalytic complex [GO:1902494]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]		catalytic complex [GO:1902494]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; ATP binding [GO:0005524]; propionyl-CoA carboxylase activity [GO:0004658]	ATP binding [GO:0005524]; propionyl-CoA carboxylase activity [GO:0004658]	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000250|UniProtKB:P05166}.
Q9CPP6	reviewed	NDUA5_MOUSE	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 (Complex I subunit B13) (Complex I-13kD-B) (CI-13kD-B) (NADH-ubiquinone oxidoreductase 13 kDa-B subunit)	Ndufa5	Mus musculus (Mouse)	116	mitochondrial respiratory chain complex I [GO:0005747]; mitochondrion [GO:0005739]; protein-containing complex [GO:0032991]; respiratory chain complex I [GO:0045271]	aerobic respiration [GO:0009060]; mitochondrial respiratory chain complex I assembly [GO:0032981]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]; respiratory electron transport chain [GO:0022904]	mitochondrial respiratory chain complex I [GO:0005747]; mitochondrion [GO:0005739]; protein-containing complex [GO:0032991]; respiratory chain complex I [GO:0045271]; aerobic respiration [GO:0009060]; mitochondrial respiratory chain complex I assembly [GO:0032981]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]; respiratory electron transport chain [GO:0022904]		SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:Q16718}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q16718}; Matrix side {ECO:0000250|UniProtKB:Q16718}.
Q9CPQ3	reviewed	TOM22_MOUSE	Mitochondrial import receptor subunit TOM22 homolog (Translocase of outer membrane 22 kDa subunit homolog)	Tomm22 Tom22	Mus musculus (Mouse)	142	membrane [GO:0016020]; mitochondrial inner membrane [GO:0005743]; mitochondrial outer membrane translocase complex [GO:0005742]; mitochondrion [GO:0005739]	positive regulation of apoptotic process [GO:0043065]; protein insertion into mitochondrial membrane [GO:0051204]; protein insertion into mitochondrial outer membrane [GO:0045040]; protein targeting to mitochondrion [GO:0006626]	membrane [GO:0016020]; mitochondrial inner membrane [GO:0005743]; mitochondrial outer membrane translocase complex [GO:0005742]; mitochondrion [GO:0005739]; protein transmembrane transporter activity [GO:0008320]; positive regulation of apoptotic process [GO:0043065]; protein insertion into mitochondrial membrane [GO:0051204]; protein insertion into mitochondrial outer membrane [GO:0045040]; protein targeting to mitochondrion [GO:0006626]	protein transmembrane transporter activity [GO:0008320]	SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000250}; Single-pass membrane protein {ECO:0000250}.
Q9CPQ8	reviewed	ATP5L_MOUSE	ATP synthase subunit g, mitochondrial (ATPase subunit g) (ATP synthase membrane subunit g)	Atp5mg Atp5l	Mus musculus (Mouse)	103	mitochondrial inner membrane [GO:0005743]; mitochondrial proton-transporting ATP synthase complex [GO:0005753]; mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) [GO:0000276]; mitochondrion [GO:0005739]	ATP metabolic process [GO:0046034]; proton motive force-driven ATP synthesis [GO:0015986]	mitochondrial inner membrane [GO:0005743]; mitochondrial proton-transporting ATP synthase complex [GO:0005753]; mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) [GO:0000276]; mitochondrion [GO:0005739]; P-type proton-exporting transporter activity [GO:0008553]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; ATP metabolic process [GO:0046034]; proton motive force-driven ATP synthesis [GO:0015986]	P-type proton-exporting transporter activity [GO:0008553]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]	SUBCELLULAR LOCATION: Mitochondrion. Mitochondrion inner membrane.
Q9CPU4	reviewed	MGST3_MOUSE	Glutathione S-transferase 3, mitochondrial (EC 2.5.1.-) (Glutathione peroxidase MGST3) (EC 1.11.1.-) (LTC4 synthase MGST3) (EC 4.4.1.20)	Mgst3	Mus musculus (Mouse)	153	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; nuclear envelope [GO:0005635]	leukotriene biosynthetic process [GO:0019370]; lipid metabolic process [GO:0006629]	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; nuclear envelope [GO:0005635]; glutathione peroxidase activity [GO:0004602]; glutathione transferase activity [GO:0004364]; identical protein binding [GO:0042802]; leukotriene-C4 synthase activity [GO:0004464]; leukotriene biosynthetic process [GO:0019370]; lipid metabolic process [GO:0006629]	glutathione peroxidase activity [GO:0004602]; glutathione transferase activity [GO:0004364]; identical protein binding [GO:0042802]; leukotriene-C4 synthase activity [GO:0004464]	SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000250|UniProtKB:O14880}; Multi-pass membrane protein {ECO:0000255}.
Q9CPW2	reviewed	FDX2_MOUSE	Ferredoxin-2, mitochondrial (Adrenodoxin-like protein) (Ferredoxin-1-like protein)	Fdx2 Fdx1l	Mus musculus (Mouse)	174	iron-sulfur cluster assembly complex [GO:1990229]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]	[2Fe-2S] cluster assembly [GO:0044571]; [4Fe-4S] cluster assembly [GO:0044572]; iron-sulfur cluster assembly [GO:0016226]; P450-containing electron transport chain [GO:0140647]; positive regulation of oxidoreductase activity [GO:0051353]	iron-sulfur cluster assembly complex [GO:1990229]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; 2 iron, 2 sulfur cluster binding [GO:0051537]; electron transfer activity [GO:0009055]; metal ion binding [GO:0046872]; [2Fe-2S] cluster assembly [GO:0044571]; [4Fe-4S] cluster assembly [GO:0044572]; iron-sulfur cluster assembly [GO:0016226]; P450-containing electron transport chain [GO:0140647]; positive regulation of oxidoreductase activity [GO:0051353]	2 iron, 2 sulfur cluster binding [GO:0051537]; electron transfer activity [GO:0009055]; metal ion binding [GO:0046872]	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250|UniProtKB:Q9H1K1}. Mitochondrion matrix {ECO:0000250|UniProtKB:P10109}.
Q9CPW9	reviewed	MAP12_MOUSE	Methionine aminopeptidase 1D, mitochondrial (MAP 1D) (MetAP 1D) (EC 3.4.11.18) (Methionyl aminopeptidase type 1D, mitochondrial) (Peptidase M 1D)	Metap1d Map1d Metapl1 Mnpepl	Mus musculus (Mouse)	335	mitochondrion [GO:0005739]	protein initiator methionine removal [GO:0070084]; proteolysis [GO:0006508]	mitochondrion [GO:0005739]; metal ion binding [GO:0046872]; metalloaminopeptidase activity [GO:0070006]; protein initiator methionine removal [GO:0070084]; proteolysis [GO:0006508]	metal ion binding [GO:0046872]; metalloaminopeptidase activity [GO:0070006]	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000255|HAMAP-Rule:MF_03174}.
Q9CQ54	reviewed	NDUC2_MOUSE	NADH dehydrogenase [ubiquinone] 1 subunit C2 (Complex I-B14.5b) (CI-B14.5b) (NADH-ubiquinone oxidoreductase subunit B14.5b)	Ndufc2	Mus musculus (Mouse)	120	cytoplasm [GO:0005737]; mitochondrial inner membrane [GO:0005743]; mitochondrial respiratory chain complex I [GO:0005747]; mitochondrion [GO:0005739]	aerobic respiration [GO:0009060]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; mitochondrial respiratory chain complex I assembly [GO:0032981]; negative regulation of necrotic cell death [GO:0060547]; negative regulation of NIK/NF-kappaB signaling [GO:1901223]; negative regulation of reactive oxygen species biosynthetic process [GO:1903427]; positive regulation of ATP biosynthetic process [GO:2001171]; positive regulation of mitochondrial membrane potential [GO:0010918]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]; regulation of inflammatory response [GO:0050727]	cytoplasm [GO:0005737]; mitochondrial inner membrane [GO:0005743]; mitochondrial respiratory chain complex I [GO:0005747]; mitochondrion [GO:0005739]; aerobic respiration [GO:0009060]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; mitochondrial respiratory chain complex I assembly [GO:0032981]; negative regulation of necrotic cell death [GO:0060547]; negative regulation of NIK/NF-kappaB signaling [GO:1901223]; negative regulation of reactive oxygen species biosynthetic process [GO:1903427]; positive regulation of ATP biosynthetic process [GO:2001171]; positive regulation of mitochondrial membrane potential [GO:0010918]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]; regulation of inflammatory response [GO:0050727]		SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:O95298}; Single-pass membrane protein {ECO:0000255}; Matrix side {ECO:0000250|UniProtKB:O95298}.
Q9CQ62	reviewed	DECR_MOUSE	2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], mitochondrial (EC 1.3.1.124) (2,4-dienoyl-CoA reductase [NADPH]) (4-enoyl-CoA reductase [NADPH])	Decr1	Mus musculus (Mouse)	335	catalytic complex [GO:1902494]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]	fatty acid beta-oxidation [GO:0006635]; positive regulation of cold-induced thermogenesis [GO:0120162]	catalytic complex [GO:1902494]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; 2,4-dienoyl-CoA reductase (NADPH) activity [GO:0008670]; identical protein binding [GO:0042802]; NADPH binding [GO:0070402]; fatty acid beta-oxidation [GO:0006635]; positive regulation of cold-induced thermogenesis [GO:0120162]	2,4-dienoyl-CoA reductase (NADPH) activity [GO:0008670]; identical protein binding [GO:0042802]; NADPH binding [GO:0070402]	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250|UniProtKB:Q16698}.
Q9CQ75	reviewed	NDUA2_MOUSE	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2 (Complex I-B8) (CI-B8) (NADH-ubiquinone oxidoreductase B8 subunit)	Ndufa2	Mus musculus (Mouse)	99	mitochondrial membrane [GO:0031966]; mitochondrial respiratory chain complex I [GO:0005747]; mitochondrion [GO:0005739]	aerobic respiration [GO:0009060]; blastocyst hatching [GO:0001835]; mitochondrial respiratory chain complex I assembly [GO:0032981]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]	mitochondrial membrane [GO:0031966]; mitochondrial respiratory chain complex I [GO:0005747]; mitochondrion [GO:0005739]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; aerobic respiration [GO:0009060]; blastocyst hatching [GO:0001835]; mitochondrial respiratory chain complex I assembly [GO:0032981]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]	NADH dehydrogenase (ubiquinone) activity [GO:0008137]	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:O43678}; Peripheral membrane protein {ECO:0000250|UniProtKB:O43678}; Matrix side {ECO:0000250|UniProtKB:O43678}.
Q9CQN1	reviewed	TRAP1_MOUSE	Heat shock protein 75 kDa, mitochondrial (HSP 75) (TNFR-associated protein 1) (Tumor necrosis factor type 1 receptor-associated protein) (TRAP-1)	Trap1 Hsp75	Mus musculus (Mouse)	706	cell periphery [GO:0071944]; mitochondrial inner membrane [GO:0005743]; mitochondrial intermembrane space [GO:0005758]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]	negative regulation of cellular respiration [GO:1901856]; negative regulation of intrinsic apoptotic signaling pathway in response to hydrogen peroxide [GO:1903751]; protein folding [GO:0006457]; translational attenuation [GO:0009386]	cell periphery [GO:0071944]; mitochondrial inner membrane [GO:0005743]; mitochondrial intermembrane space [GO:0005758]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent protein folding chaperone [GO:0140662]; protein kinase binding [GO:0019901]; RNA binding [GO:0003723]; unfolded protein binding [GO:0051082]; negative regulation of cellular respiration [GO:1901856]; negative regulation of intrinsic apoptotic signaling pathway in response to hydrogen peroxide [GO:1903751]; protein folding [GO:0006457]; translational attenuation [GO:0009386]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent protein folding chaperone [GO:0140662]; protein kinase binding [GO:0019901]; RNA binding [GO:0003723]; unfolded protein binding [GO:0051082]	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250}. Mitochondrion inner membrane {ECO:0000250}. Mitochondrion matrix {ECO:0000250}.
Q9CQN6	reviewed	TM14C_MOUSE	Transmembrane protein 14C	Tmem14c	Mus musculus (Mouse)	114	mitochondrial inner membrane [GO:0005743]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]	erythrocyte differentiation [GO:0030218]; heme biosynthetic process [GO:0006783]; mitochondrial transport [GO:0006839]; nitrogen compound transport [GO:0071705]; organic substance transport [GO:0071702]; regulation of heme biosynthetic process [GO:0070453]	mitochondrial inner membrane [GO:0005743]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]; identical protein binding [GO:0042802]; erythrocyte differentiation [GO:0030218]; heme biosynthetic process [GO:0006783]; mitochondrial transport [GO:0006839]; nitrogen compound transport [GO:0071705]; organic substance transport [GO:0071702]; regulation of heme biosynthetic process [GO:0070453]	identical protein binding [GO:0042802]	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
Q9CQQ7	reviewed	AT5F1_MOUSE	ATP synthase F(0) complex subunit B1, mitochondrial (ATP synthase peripheral stalk-membrane subunit b) (ATP synthase subunit b) (ATPase subunit b)	Atp5pb Atp5f1	Mus musculus (Mouse)	256	mitochondrial inner membrane [GO:0005743]; mitochondrial proton-transporting ATP synthase complex [GO:0005753]; mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) [GO:0000276]; mitochondrion [GO:0005739]; myelin sheath [GO:0043209]	ATP metabolic process [GO:0046034]; proton motive force-driven ATP synthesis [GO:0015986]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]	mitochondrial inner membrane [GO:0005743]; mitochondrial proton-transporting ATP synthase complex [GO:0005753]; mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) [GO:0000276]; mitochondrion [GO:0005739]; myelin sheath [GO:0043209]; ATP hydrolysis activity [GO:0016887]; protein-containing complex binding [GO:0044877]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; ATP metabolic process [GO:0046034]; proton motive force-driven ATP synthesis [GO:0015986]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]	ATP hydrolysis activity [GO:0016887]; protein-containing complex binding [GO:0044877]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]	SUBCELLULAR LOCATION: Mitochondrion. Mitochondrion inner membrane.
