"","Entry","From","Reviewed","Entry.Name","Protein.names","Gene.Names","Organism","Length","Gene.Ontology..biological.process.","Gene.Ontology..cellular.component.","Gene.Ontology..GO.","Gene.Ontology..molecular.function.","X.1","NegControl.1","NegControl.2","INT.1","INT.2","INT.3","INT.4","POS.1","POS.2","POS.3","POS.4","pvalue","imputed_log2FC","imputed_Pvalue","imputed_adjPvalue","X","log10pvalue","diffexpressed","unpacked"
"1617","Q9CX00","Q9CX00","reviewed","IST1_MOUSE","IST1 homolog (Charged multivesicular body protein 8) (CHMP8)","Ist1 Kiaa0174","Mus musculus (Mouse)",362,"abscission [GO:0009838]; cell division [GO:0051301]; collateral sprouting [GO:0048668]; cytoskeleton-dependent cytokinesis [GO:0061640]; establishment of protein localization [GO:0045184]; positive regulation of collateral sprouting [GO:0048672]; positive regulation of proteolysis [GO:0045862]; protein localization [GO:0008104]; protein transport [GO:0015031]; viral capsid secondary envelopment [GO:0046745]; viral release from host cell [GO:0019076]","centrosome [GO:0005813]; chromatin [GO:0000785]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; extracellular exosome [GO:0070062]; Flemming body [GO:0090543]; intracellular membrane-bounded organelle [GO:0043231]; midbody [GO:0030496]; nuclear envelope [GO:0005635]","centrosome [GO:0005813]; chromatin [GO:0000785]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; extracellular exosome [GO:0070062]; Flemming body [GO:0090543]; intracellular membrane-bounded organelle [GO:0043231]; midbody [GO:0030496]; nuclear envelope [GO:0005635]; identical protein binding [GO:0042802]; MIT domain binding [GO:0090541]; protein domain specific binding [GO:0019904]; protein-containing complex binding [GO:0044877]; abscission [GO:0009838]; cell division [GO:0051301]; collateral sprouting [GO:0048668]; cytoskeleton-dependent cytokinesis [GO:0061640]; establishment of protein localization [GO:0045184]; positive regulation of collateral sprouting [GO:0048672]; positive regulation of proteolysis [GO:0045862]; protein localization [GO:0008104]; protein transport [GO:0015031]; viral capsid secondary envelopment [GO:0046745]; viral release from host cell [GO:0019076]","identical protein binding [GO:0042802]; MIT domain binding [GO:0090541]; protein domain specific binding [GO:0019904]; protein-containing complex binding [GO:0044877]",884,11.74951251,12.03393862,16.00618146,16.99788465,15.96959229,16.09715926,15.01631955,16.46845129,16.11428875,15.78159979,0.290463936,-0.422539569,0.290463936,0.538018427,NA,5.36907781925894,"NS","Q9CX00"
"1618","Q9CX34","Q9CX34","reviewed","SGT1_MOUSE","Protein SGT1 homolog (Suppressor of G2 allele of SKP1 homolog)","Sugt1","Mus musculus (Mouse)",336,"protein stabilization [GO:0050821]; regulation of protein stability [GO:0031647]","cytoplasm [GO:0005737]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]","cytoplasm [GO:0005737]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; chaperone binding [GO:0051087]; protein stabilization [GO:0050821]; regulation of protein stability [GO:0031647]","chaperone binding [GO:0051087]",687,8.745844,9.865269307,11.40684275,11.99322147,12.32721579,11.70095983,10.05568,11.67481018,11.25620869,11.82129566,0.363231955,-0.272955116,0.363231955,0.605024834,NA,4.39815951809255,"NS","Q9CX34"
"1619","Q9CX86","Q9CX86","reviewed","ROA0_MOUSE","Heterogeneous nuclear ribonucleoprotein A0 (hnRNP A0)","Hnrnpa0 Hnrpa0","Mus musculus (Mouse)",305,"3'-UTR-mediated mRNA stabilization [GO:0070935]; inflammatory response [GO:0006954]; response to lipopolysaccharide [GO:0032496]","nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]; synapse [GO:0045202]","nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]; synapse [GO:0045202]; mRNA 3'-UTR AU-rich region binding [GO:0035925]; mRNA 3'-UTR binding [GO:0003730]; protein kinase binding [GO:0019901]; 3'-UTR-mediated mRNA stabilization [GO:0070935]; inflammatory response [GO:0006954]; response to lipopolysaccharide [GO:0032496]","mRNA 3'-UTR AU-rich region binding [GO:0035925]; mRNA 3'-UTR binding [GO:0003730]; protein kinase binding [GO:0019901]",130,12.99403866,12.24599981,13.74091934,14.67359561,13.94676074,13.87973995,13.84583334,15.02533274,14.58122102,14.72091824,0.190508451,0.483072425,0.190508451,0.427316782,NA,7.20085754154979,"NS","Q9CX86"
"1620","Q9CXA2","Q9CXA2","reviewed","T3HPD_MOUSE","Trans-L-3-hydroxyproline dehydratase (EC 4.2.1.77) (Trans-3-hydroxy-L-proline dehydratase)","L3hypdh","Mus musculus (Mouse)",354,"","","hydro-lyase activity [GO:0016836]; trans-L-3-hydroxyproline dehydratase activity [GO:0050346]","hydro-lyase activity [GO:0016836]; trans-L-3-hydroxyproline dehydratase activity [GO:0050346]",696,15.16601634,14.78178123,16.41696013,16.72053573,16.4918562,16.76873876,15.6897522,16.73019946,16.61969991,16.20817802,0.276040907,-0.287565307,0.276040907,0.529349033,NA,5.59026554282819,"NS","Q9CXA2"
"1621","Q9CXF4","Q9CXF4","reviewed","TBC15_MOUSE","TBC1 domain family member 15 (GTPase-activating protein RAB7) (GAP for RAB7) (Rab7-GAP)","Tbc1d15","Mus musculus (Mouse)",671,"activation of GTPase activity [GO:0090630]; regulation of GTPase activity [GO:0043087]","cytoplasm [GO:0005737]; extracellular region [GO:0005576]; mitochondrion [GO:0005739]","cytoplasm [GO:0005737]; extracellular region [GO:0005576]; mitochondrion [GO:0005739]; GTPase activator activity [GO:0005096]; activation of GTPase activity [GO:0090630]; regulation of GTPase activity [GO:0043087]","GTPase activator activity [GO:0005096]",613,12.68811161,12.93951464,15.77984734,16.41774738,15.82371831,15.77243478,14.73673993,16.22020462,16.02380536,15.95821773,0.558199733,-0.213695043,0.558199733,0.750714163,NA,2.53210375580556,"NS","Q9CXF4"
"1622","Q9CXI0","Q9CXI0","reviewed","COQ5_MOUSE","2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial (EC 2.1.1.201) (Ubiquinone biosynthesis methyltransferase COQ5)","Coq5 D5Ertd33e","Mus musculus (Mouse)",327,"methylation [GO:0032259]; ubiquinone biosynthetic process [GO:0006744]","extrinsic component of mitochondrial inner membrane [GO:0031314]; mitochondrial inner membrane [GO:0005743]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; protein-containing complex [GO:0032991]; ubiquinone biosynthesis complex [GO:0110142]","extrinsic component of mitochondrial inner membrane [GO:0031314]; mitochondrial inner membrane [GO:0005743]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; protein-containing complex [GO:0032991]; ubiquinone biosynthesis complex [GO:0110142]; 2-octaprenyl-6-methoxy-1,4-benzoquinone methylase activity [GO:0043333]; methyltransferase activity [GO:0008168]; methylation [GO:0032259]; ubiquinone biosynthetic process [GO:0006744]","2-octaprenyl-6-methoxy-1,4-benzoquinone methylase activity [GO:0043333]; methyltransferase activity [GO:0008168]",1313,13.77172237,14.81013499,15.60939836,16.31799215,15.98296133,15.90462488,14.34106746,15.5798304,15.30998458,14.77563755,0.029597597,-0.95211418,0.029597597,0.17341171,NA,15.287435474547,"INT","Q9CXI0"
"1623","Q9CXR1","Q9CXR1","reviewed","DHRS7_MOUSE","Dehydrogenase/reductase SDR family member 7 (EC 1.1.1.-) (Retinal short-chain dehydrogenase/reductase 4) (retSDR4) (Short chain dehydrogenase/reductase family 34C member 1) (Protein SDR34C1)","Dhrs7 Retsdr4","Mus musculus (Mouse)",338,"","endoplasmic reticulum membrane [GO:0005789]","endoplasmic reticulum membrane [GO:0005789]; carbonyl reductase (NADPH) activity [GO:0004090]; NADP-retinol dehydrogenase activity [GO:0052650]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]","carbonyl reductase (NADPH) activity [GO:0004090]; NADP-retinol dehydrogenase activity [GO:0052650]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]",1278,12.9186999,14.67536616,16.85062756,17.4513467,17.07347215,16.7114,15.42682705,17.04523744,16.38553901,15.75525272,0.120991877,-0.868497549,0.120991877,0.339802002,NA,9.17243785819876,"NS_INT","Q9CXR1"
"1624","Q9CXS4","Q9CXS4","reviewed","CENPV_MOUSE","Centromere protein V (CENP-V) (Proline-rich protein 6)","Cenpv Prr6","Mus musculus (Mouse)",252,"ameboidal-type cell migration [GO:0001667]; cell cycle [GO:0007049]; cell division [GO:0051301]; centromere complex assembly [GO:0034508]; pericentric heterochromatin formation [GO:0031508]; positive regulation of cytokinesis [GO:0032467]; regulation of chromosome organization [GO:0033044]","cytosol [GO:0005829]; kinetochore [GO:0000776]; microtubule cytoskeleton [GO:0015630]; midbody [GO:0030496]; nuclear membrane [GO:0031965]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spindle midzone [GO:0051233]","cytosol [GO:0005829]; kinetochore [GO:0000776]; microtubule cytoskeleton [GO:0015630]; midbody [GO:0030496]; nuclear membrane [GO:0031965]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spindle midzone [GO:0051233]; carbon-sulfur lyase activity [GO:0016846]; metal ion binding [GO:0046872]; ameboidal-type cell migration [GO:0001667]; cell cycle [GO:0007049]; cell division [GO:0051301]; centromere complex assembly [GO:0034508]; pericentric heterochromatin formation [GO:0031508]; positive regulation of cytokinesis [GO:0032467]; regulation of chromosome organization [GO:0033044]","carbon-sulfur lyase activity [GO:0016846]; metal ion binding [GO:0046872]",447,14.0515029,13.95146686,16.29596301,16.43275945,16.33504044,16.83875409,16.0187895,16.84521817,16.5067827,16.25524992,0.741225018,-0.069119177,0.741225018,0.859926533,NA,1.30049930696928,"NS","Q9CXS4"
"1625","Q9CXW4","Q9CXW4","reviewed","RL11_MOUSE","60S ribosomal protein L11","Rpl11","Mus musculus (Mouse)",178,"cytoplasmic translation [GO:0002181]; negative regulation of DNA-binding transcription factor activity [GO:0043433]; negative regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032435]; negative regulation of protein neddylation [GO:2000435]; negative regulation of ubiquitin protein ligase activity [GO:1904667]; negative regulation of ubiquitin-dependent protein catabolic process [GO:2000059]; positive regulation of gene expression [GO:0010628]; positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator [GO:1902255]; positive regulation of protein binding [GO:0032092]; positive regulation of signal transduction by p53 class mediator [GO:1901798]; protein localization to nucleus [GO:0034504]; protein stabilization [GO:0050821]; protein targeting [GO:0006605]; regulation of signal transduction by p53 class mediator [GO:1901796]; ribosomal large subunit assembly [GO:0000027]; ribosomal large subunit biogenesis [GO:0042273]; rRNA processing [GO:0006364]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; polysomal ribosome [GO:0042788]; protein-containing complex [GO:0032991]; synapse [GO:0045202]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; polysomal ribosome [GO:0042788]; protein-containing complex [GO:0032991]; synapse [GO:0045202]; 5S rRNA binding [GO:0008097]; peroxisome proliferator activated receptor binding [GO:0042975]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; ubiquitin ligase inhibitor activity [GO:1990948]; ubiquitin protein ligase binding [GO:0031625]; cytoplasmic translation [GO:0002181]; negative regulation of DNA-binding transcription factor activity [GO:0043433]; negative regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032435]; negative regulation of protein neddylation [GO:2000435]; negative regulation of ubiquitin protein ligase activity [GO:1904667]; negative regulation of ubiquitin-dependent protein catabolic process [GO:2000059]; positive regulation of gene expression [GO:0010628]; positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator [GO:1902255]; positive regulation of protein binding [GO:0032092]; positive regulation of signal transduction by p53 class mediator [GO:1901798]; protein localization to nucleus [GO:0034504]; protein stabilization [GO:0050821]; protein targeting [GO:0006605]; regulation of signal transduction by p53 class mediator [GO:1901796]; ribosomal large subunit assembly [GO:0000027]; ribosomal large subunit biogenesis [GO:0042273]; rRNA processing [GO:0006364]","5S rRNA binding [GO:0008097]; peroxisome proliferator activated receptor binding [GO:0042975]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; ubiquitin ligase inhibitor activity [GO:1990948]; ubiquitin protein ligase binding [GO:0031625]",175,14.73444502,15.07589692,15.86672353,15.31797782,15.65988443,16.02846728,15.94825315,16.90289323,16.62185156,14.78350986,0.47988889,0.345863683,0.47988889,0.698089989,NA,3.18859304386282,"NS","Q9CXW4"
"1627","Q9CXZ1","Q9CXZ1","reviewed","NDUS4_MOUSE","NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial (Complex I-18 kDa) (CI-18 kDa) (Complex I-AQDQ) (CI-AQDQ) (NADH-ubiquinone oxidoreductase 18 kDa subunit)","Ndufs4","Mus musculus (Mouse)",175,"adult behavior [GO:0030534]; adult walking behavior [GO:0007628]; aerobic respiration [GO:0009060]; brain development [GO:0007420]; cellular respiration [GO:0045333]; cellular response to oxygen levels [GO:0071453]; cognition [GO:0050890]; dopamine metabolic process [GO:0042417]; inflammatory response [GO:0006954]; innate immune response [GO:0045087]; mitochondrial respiratory chain complex I assembly [GO:0032981]; neuron death [GO:0070997]; positive regulation of fibroblast proliferation [GO:0048146]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]; psychomotor behavior [GO:0036343]; reactive oxygen species metabolic process [GO:0072593]; regulation of mitochondrial membrane potential [GO:0051881]; regulation of protein phosphorylation [GO:0001932]; respiratory electron transport chain [GO:0022904]; respiratory system process [GO:0003016]; response to cAMP [GO:0051591]; response to injury involved in regulation of muscle adaptation [GO:0014876]; sensory perception of sound [GO:0007605]; tricarboxylic acid cycle [GO:0006099]; visual perception [GO:0007601]","mitochondrial inner membrane [GO:0005743]; mitochondrial respiratory chain complex I [GO:0005747]; mitochondrion [GO:0005739]","mitochondrial inner membrane [GO:0005743]; mitochondrial respiratory chain complex I [GO:0005747]; mitochondrion [GO:0005739]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; adult behavior [GO:0030534]; adult walking behavior [GO:0007628]; aerobic respiration [GO:0009060]; brain development [GO:0007420]; cellular respiration [GO:0045333]; cellular response to oxygen levels [GO:0071453]; cognition [GO:0050890]; dopamine metabolic process [GO:0042417]; inflammatory response [GO:0006954]; innate immune response [GO:0045087]; mitochondrial respiratory chain complex I assembly [GO:0032981]; neuron death [GO:0070997]; positive regulation of fibroblast proliferation [GO:0048146]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]; psychomotor behavior [GO:0036343]; reactive oxygen species metabolic process [GO:0072593]; regulation of mitochondrial membrane potential [GO:0051881]; regulation of protein phosphorylation [GO:0001932]; respiratory electron transport chain [GO:0022904]; respiratory system process [GO:0003016]; response to cAMP [GO:0051591]; response to injury involved in regulation of muscle adaptation [GO:0014876]; sensory perception of sound [GO:0007605]; tricarboxylic acid cycle [GO:0006099]; visual perception [GO:0007601]","NADH dehydrogenase (ubiquinone) activity [GO:0008137]",1470,13.74115094,15.41296672,16.55466379,17.3241278,16.76097978,16.74294095,14.72318096,16.05390468,15.80244063,15.03505681,0.015857856,-1.442032308,0.015857856,0.147678714,NA,17.9975553015278,"INT","Q9CXZ1"
"1628","Q9CY27","Q9CY27","reviewed","TECR_MOUSE","Very-long-chain enoyl-CoA reductase (EC 1.3.1.93) (Synaptic glycoprotein SC2) (Trans-2,3-enoyl-CoA reductase) (TER)","Tecr Gpsn2","Mus musculus (Mouse)",308,"fatty acid elongation [GO:0030497]; sphingolipid metabolic process [GO:0006665]; steroid biosynthetic process [GO:0006694]; very long-chain fatty acid biosynthetic process [GO:0042761]","endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]","endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; oxidoreductase activity [GO:0016491]; very-long-chain enoyl-CoA reductase activity [GO:0102758]; fatty acid elongation [GO:0030497]; sphingolipid metabolic process [GO:0006665]; steroid biosynthetic process [GO:0006694]; very long-chain fatty acid biosynthetic process [GO:0042761]","oxidoreductase activity [GO:0016491]; very-long-chain enoyl-CoA reductase activity [GO:0102758]",1101,15.32508843,15.4715054,17.57637304,18.46214617,17.47800805,17.81098794,16.31378455,17.86804537,16.98604682,17.63745448,0.144859112,-0.630545996,0.144859112,0.367603453,NA,8.39054181393221,"NS","Q9CY27"
