"","Entry","From","Reviewed","Entry.Name","Protein.names","Gene.Names","Organism","Length","Gene.Ontology..biological.process.","Gene.Ontology..GO.","Gene.Ontology..molecular.function.","Gene.Ontology..cellular.component.","Subcellular.location..CC.","Transmembrane","Protein","POS_F.1","POS_F.2","POS_M.1","POS_M.2","pvalue","log2FC","imputed_log2FC","imputed_Pvalue","imputed_adjPvalue","Gene"
"1247","Q922R8","Q922R8","reviewed","PDIA6_MOUSE","Protein disulfide-isomerase A6 (EC 5.3.4.1) (Thioredoxin domain-containing protein 7)","Pdia6 Txndc7","Mus musculus (Mouse)",440,"platelet activation [GO:0030168]; platelet aggregation [GO:0070527]; response to endoplasmic reticulum stress [GO:0034976]","cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum chaperone complex [GO:0034663]; endoplasmic reticulum lumen [GO:0005788]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; extracellular space [GO:0005615]; melanosome [GO:0042470]; plasma membrane [GO:0005886]; smooth endoplasmic reticulum [GO:0005790]; protein disulfide isomerase activity [GO:0003756]; protein-disulfide reductase activity [GO:0015035]; platelet activation [GO:0030168]; platelet aggregation [GO:0070527]; response to endoplasmic reticulum stress [GO:0034976]","protein disulfide isomerase activity [GO:0003756]; protein-disulfide reductase activity [GO:0015035]","cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum chaperone complex [GO:0034663]; endoplasmic reticulum lumen [GO:0005788]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; extracellular space [GO:0005615]; melanosome [GO:0042470]; plasma membrane [GO:0005886]; smooth endoplasmic reticulum [GO:0005790]","SUBCELLULAR LOCATION: Endoplasmic reticulum lumen {ECO:0000250|UniProtKB:Q15084}. Cell membrane {ECO:0000250|UniProtKB:Q15084}. Melanosome {ECO:0000250|UniProtKB:Q15084}.","","Q922R8",14.24696322,15.66175349,15.54562817,15.63288163,0.251208629,-0.634896547,-0.634896547,0.251208629,0.992111037,"Pdia6"
"1248","Q923B6","Q923B6","reviewed","STEA4_MOUSE","Metalloreductase STEAP4 (EC 1.16.1.-) (Dudulin-4) (Six-transmembrane epithelial antigen of prostate 4) (Tumor necrosis factor-alpha-induced adipose-related protein)","Steap4 Tiarp","Mus musculus (Mouse)",470,"copper ion import [GO:0015677]; fat cell differentiation [GO:0045444]; iron import into cell [GO:0033212]; iron ion import across cell outer membrane [GO:0098706]; protein homotrimerization [GO:0070207]","early endosome membrane [GO:0031901]; endosome [GO:0005768]; Golgi membrane [GO:0000139]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; cupric reductase activity [GO:0008823]; electron transfer activity [GO:0009055]; FAD binding [GO:0071949]; ferric-chelate reductase (NADPH) activity [GO:0052851]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; copper ion import [GO:0015677]; fat cell differentiation [GO:0045444]; iron import into cell [GO:0033212]; iron ion import across cell outer membrane [GO:0098706]; protein homotrimerization [GO:0070207]","cupric reductase activity [GO:0008823]; electron transfer activity [GO:0009055]; FAD binding [GO:0071949]; ferric-chelate reductase (NADPH) activity [GO:0052851]; heme binding [GO:0020037]; metal ion binding [GO:0046872]","early endosome membrane [GO:0031901]; endosome [GO:0005768]; Golgi membrane [GO:0000139]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:11443137, ECO:0000269|PubMed:16609065}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q687X5}. Golgi apparatus membrane {ECO:0000305|PubMed:11443137}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q687X5}. Early endosome membrane {ECO:0000269|PubMed:16609065}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q687X5}.","TRANSMEM 202..224; /note=Helical; /evidence=ECO:0000250|UniProtKB:Q687X5; TRANSMEM 236..256; /note=Helical; /evidence=ECO:0000250|UniProtKB:Q687X5; TRANSMEM 293..313; /note=Helical; /evidence=ECO:0000250|UniProtKB:Q687X5; TRANSMEM 342..362; /note=Helical; /evidence=ECO:0000250|UniProtKB:Q687X5; TRANSMEM 381..401; /note=Helical; /evidence=ECO:0000250|UniProtKB:Q687X5; TRANSMEM 419..439; /note=Helical; /evidence=ECO:0000250|UniProtKB:Q687X5","Q923B6",16.30250105,17.82904136,18.12170654,17.80049554,0.224026586,-0.895329841,-0.895329841,0.224026586,0.992111037,"Steap4"
"1249","Q923T9","Q923T9","reviewed","KCC2G_MOUSE","Calcium/calmodulin-dependent protein kinase type II subunit gamma (CaM kinase II subunit gamma) (CaMK-II subunit gamma) (EC 2.7.11.17)","Camk2g","Mus musculus (Mouse)",529,"calcium ion transport [GO:0006816]; cell differentiation [GO:0030154]; G1/S transition of mitotic cell cycle [GO:0000082]; nervous system development [GO:0007399]; phosphorylation [GO:0016310]; regulation of neuron projection development [GO:0010975]; regulation of protein localization to plasma membrane [GO:1903076]; regulation of relaxation of cardiac muscle [GO:1901897]; response to hypoxia [GO:0001666]; response to oxidative stress [GO:0006979]","calcium- and calmodulin-dependent protein kinase complex [GO:0005954]; cytoplasm [GO:0005737]; neuron projection [GO:0043005]; postsynaptic density [GO:0014069]; sarcoplasmic reticulum membrane [GO:0033017]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; calmodulin-dependent protein kinase activity [GO:0004683]; identical protein binding [GO:0042802]; protein homodimerization activity [GO:0042803]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; calcium ion transport [GO:0006816]; cell differentiation [GO:0030154]; G1/S transition of mitotic cell cycle [GO:0000082]; nervous system development [GO:0007399]; phosphorylation [GO:0016310]; regulation of neuron projection development [GO:0010975]; regulation of protein localization to plasma membrane [GO:1903076]; regulation of relaxation of cardiac muscle [GO:1901897]; response to hypoxia [GO:0001666]; response to oxidative stress [GO:0006979]","ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; calmodulin-dependent protein kinase activity [GO:0004683]; identical protein binding [GO:0042802]; protein homodimerization activity [GO:0042803]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]","calcium- and calmodulin-dependent protein kinase complex [GO:0005954]; cytoplasm [GO:0005737]; neuron projection [GO:0043005]; postsynaptic density [GO:0014069]; sarcoplasmic reticulum membrane [GO:0033017]","SUBCELLULAR LOCATION: Sarcoplasmic reticulum membrane {ECO:0000305}; Peripheral membrane protein {ECO:0000305}; Cytoplasmic side {ECO:0000305}.","","Q923T9",13.96235381,14.95133025,14.88993169,15.41306592,0.157315149,-0.694656773,-0.694656773,0.157315149,0.992111037,"Camk2g"
"1250","Q924L1","Q924L1","reviewed","LTMD1_MOUSE","LETM1 domain-containing protein 1 (Cervical cancer receptor) (MCC-32)","Letmd1 Mccr","Mus musculus (Mouse)",360,"mitochondrion organization [GO:0007005]; positive regulation of cold-induced thermogenesis [GO:0120162]; regulation of inflammatory response [GO:0050727]; regulation of phagocytosis [GO:0050764]","mitochondrial inner membrane [GO:0005743]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; molecular adaptor activity [GO:0060090]; ribosome binding [GO:0043022]; mitochondrion organization [GO:0007005]; positive regulation of cold-induced thermogenesis [GO:0120162]; regulation of inflammatory response [GO:0050727]; regulation of phagocytosis [GO:0050764]","molecular adaptor activity [GO:0060090]; ribosome binding [GO:0043022]","mitochondrial inner membrane [GO:0005743]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]","SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000250|UniProtKB:Q6P1Q0}; Single-pass membrane protein {ECO:0000250|UniProtKB:Q6P1Q0}. Nucleus {ECO:0000269|PubMed:34910916}. Mitochondrion inner membrane {ECO:0000269|PubMed:36334589}; Single-pass membrane protein {ECO:0000255}.","TRANSMEM 138..158; /note=Helical; /evidence=ECO:0000255","Q924L1",14.113614,15.84643405,15.27532182,15.25805509,0.797225623,-0.286664432,-0.286664432,0.797225623,0.992111037,"Letmd1"
"1251","Q924X2","Q924X2","reviewed","CPT1B_MOUSE","Carnitine O-palmitoyltransferase 1, muscle isoform (CPT1-M) (EC 2.3.1.21) (Carnitine O-palmitoyltransferase I, muscle isoform) (CPT I) (CPTI-M) (Carnitine palmitoyltransferase 1B)","Cpt1b","Mus musculus (Mouse)",772,"carnitine metabolic process [GO:0009437]; fatty acid beta-oxidation [GO:0006635]; fatty acid metabolic process [GO:0006631]; long-chain fatty acid transport [GO:0015909]; response to blue light [GO:0009637]","mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; carnitine O-palmitoyltransferase activity [GO:0004095]; carnitine metabolic process [GO:0009437]; fatty acid beta-oxidation [GO:0006635]; fatty acid metabolic process [GO:0006631]; long-chain fatty acid transport [GO:0015909]; response to blue light [GO:0009637]","carnitine O-palmitoyltransferase activity [GO:0004095]","mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]","SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000250|UniProtKB:Q92523}; Multi-pass membrane protein {ECO:0000255}.","TRANSMEM 48..73; /note=Helical; /evidence=ECO:0000255; TRANSMEM 103..122; /note=Helical; /evidence=ECO:0000255","Q924X2",14.17271454,16.61623271,15.6673956,15.79892125,0.833104751,-0.338684805,-0.338684805,0.833104751,0.992111037,"Cpt1b"
"1252","Q925I1","Q925I1","reviewed","ATAD3_MOUSE","ATPase family AAA domain-containing protein 3 (AAA-ATPase TOB3)","Atad3 Atad3a Kiaa1273","Mus musculus (Mouse)",591,"antiviral innate immune response [GO:0140374]; mitochondrion organization [GO:0007005]; negative regulation of apoptotic process [GO:0043066]; regulation of cell growth [GO:0001558]","mitochondrial inner membrane [GO:0005743]; mitochondrial nucleoid [GO:0042645]; mitochondrion [GO:0005739]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; identical protein binding [GO:0042802]; antiviral innate immune response [GO:0140374]; mitochondrion organization [GO:0007005]; negative regulation of apoptotic process [GO:0043066]; regulation of cell growth [GO:0001558]","ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; identical protein binding [GO:0042802]","mitochondrial inner membrane [GO:0005743]; mitochondrial nucleoid [GO:0042645]; mitochondrion [GO:0005739]","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250}; Single-pass membrane protein {ECO:0000250}. Mitochondrion matrix, mitochondrion nucleoid {ECO:0000250}. Note=In the mitochondrial inner membrane, enriched in sites with the potential to form contacts with the outer membrane. The N-terminal domain interacts with the inner surface of the mitochondrial outer membrane and the C-terminal domain localizes in a specific matrix compartment, where it is associated with nucleoids (By similarity). {ECO:0000250}.","TRANSMEM 246..263; /note=Helical; /evidence=ECO:0000255","Q925I1",13.4543004,15.2074898,14.68288489,14.55145525,0.734169013,-0.286274968,-0.286274968,0.734169013,0.992111037,"Atad3"
"1253","Q925N0","Q925N0","reviewed","SFXN5_MOUSE","Sideroflexin-5","Sfxn5","Mus musculus (Mouse)",342,"amino acid transport [GO:0006865]; citrate transport [GO:0015746]; mitochondrial transmembrane transport [GO:1990542]; positive regulation of cold-induced thermogenesis [GO:0120162]","mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; citrate transmembrane transporter activity [GO:0015137]; monoatomic ion transmembrane transporter activity [GO:0015075]; amino acid transport [GO:0006865]; citrate transport [GO:0015746]; mitochondrial transmembrane transport [GO:1990542]; positive regulation of cold-induced thermogenesis [GO:0120162]","citrate transmembrane transporter activity [GO:0015137]; monoatomic ion transmembrane transporter activity [GO:0015075]","mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:36334589}; Multi-pass membrane protein {ECO:0000255}.","TRANSMEM 105..125; /note=Helical; /evidence=ECO:0000255; TRANSMEM 165..185; /note=Helical; /evidence=ECO:0000255; TRANSMEM 256..276; /note=Helical; /evidence=ECO:0000255; TRANSMEM 289..309; /note=Helical; /evidence=ECO:0000255","Q925N0",10.05568,10.20249119,9.774474,9.87175126,0.798800759,0.330739927,0.330739927,0.798800759,0.992111037,"Sfxn5"
"1254","Q93092","Q93092","reviewed","TALDO_MOUSE","Transaldolase (EC 2.2.1.2)","Taldo1 Tal Taldo","Mus musculus (Mouse)",337,"carbohydrate metabolic process [GO:0005975]; fructose 6-phosphate metabolic process [GO:0006002]; glyceraldehyde-3-phosphate metabolic process [GO:0019682]; pentose-phosphate shunt [GO:0006098]; pentose-phosphate shunt, non-oxidative branch [GO:0009052]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; carbohydrate binding [GO:0030246]; identical protein binding [GO:0042802]; monosaccharide binding [GO:0048029]; transaldolase activity [GO:0004801]; carbohydrate metabolic process [GO:0005975]; fructose 6-phosphate metabolic process [GO:0006002]; glyceraldehyde-3-phosphate metabolic process [GO:0019682]; pentose-phosphate shunt [GO:0006098]; pentose-phosphate shunt, non-oxidative branch [GO:0009052]","carbohydrate binding [GO:0030246]; identical protein binding [GO:0042802]; monosaccharide binding [GO:0048029]; transaldolase activity [GO:0004801]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]","SUBCELLULAR LOCATION: [Isoform 1]: Nucleus {ECO:0000269|PubMed:27703206}. Cytoplasm {ECO:0000269|PubMed:27703206}. Note=Shuttles between the nucleus and the cytoplasm. Actively transported into the nucleus in an importin alpha/beta-dependent manner (PubMed:27703206). Exported into the cytoplasm by CRM1 (PubMed:27703206). {ECO:0000269|PubMed:27703206}.; SUBCELLULAR LOCATION: [Isoform 2]: Cytoplasm {ECO:0000269|PubMed:27703206}. Note=Imported into the nucleus when incorporated in isoform 1/isoform 2 homodimer. {ECO:0000269|PubMed:27703206}.","","Q93092",16.88107085,18.49733628,17.82291829,17.76494485,0.891469945,-0.104728004,-0.104728004,0.891469945,0.9927985,"Taldo1"
"1255","Q99020","Q99020","reviewed","ROAA_MOUSE","Heterogeneous nuclear ribonucleoprotein A/B (hnRNP A/B) (CArG-binding factor-A) (CBF-A)","Hnrnpab Cbf-a Cgbfa Hnrpab","Mus musculus (Mouse)",285,"epithelial to mesenchymal transition [GO:0001837]; mRNA modification [GO:0016556]; negative regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:2000623]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of DNA demethylation [GO:1901537]; positive regulation of DNA-templated transcription [GO:0045893]; regulation of cellular localization [GO:0060341]; regulation of gene expression [GO:0010468]; regulation of intracellular mRNA localization [GO:1904580]","cytoplasm [GO:0005737]; dendrite [GO:0030425]; messenger ribonucleoprotein complex [GO:1990124]; mRNA editing complex [GO:0045293]; neuronal ribonucleoprotein granule [GO:0071598]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; presynaptic cytosol [GO:0099523]; ribonucleoprotein complex [GO:1990904]; RNA polymerase II transcription regulator complex [GO:0090575]; protein-containing complex binding [GO:0044877]; RNA binding [GO:0003723]; sequence-specific double-stranded DNA binding [GO:1990837]; epithelial to mesenchymal transition [GO:0001837]; mRNA modification [GO:0016556]; negative regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:2000623]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of DNA demethylation [GO:1901537]; positive regulation of DNA-templated transcription [GO:0045893]; regulation of cellular localization [GO:0060341]; regulation of gene expression [GO:0010468]; regulation of intracellular mRNA localization [GO:1904580]","protein-containing complex binding [GO:0044877]; RNA binding [GO:0003723]; sequence-specific double-stranded DNA binding [GO:1990837]","cytoplasm [GO:0005737]; dendrite [GO:0030425]; messenger ribonucleoprotein complex [GO:1990124]; mRNA editing complex [GO:0045293]; neuronal ribonucleoprotein granule [GO:0071598]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; presynaptic cytosol [GO:0099523]; ribonucleoprotein complex [GO:1990904]; RNA polymerase II transcription regulator complex [GO:0090575]","SUBCELLULAR LOCATION: Nucleus {ECO:0000305}. Cytoplasm {ECO:0000250}. Note=Localized in cytoplasmic mRNP granules containing untranslated mRNAs. {ECO:0000250}.","","Q99020",14.59864355,15.80063113,15.52719429,15.49590521,0.484277211,-0.311912412,-0.311912412,0.484277211,0.992111037,"Hnrnpab"
"1256","Q99J47","Q99J47","reviewed","DRS7B_MOUSE","Dehydrogenase/reductase SDR family member 7B (EC 1.1.-.-) (Short-chain dehydrogenase/reductase family 32C member 1) (Protein SDR32C1)","Dhrs7b Sdr32c1","Mus musculus (Mouse)",323,"adipose tissue development [GO:0060612]; brown fat cell differentiation [GO:0050873]; ether lipid biosynthetic process [GO:0008611]; inflammatory response [GO:0006954]; neutrophil differentiation [GO:0030223]; phosphatidylcholine biosynthetic process [GO:0006656]; regulation of cold-induced thermogenesis [GO:0120161]; regulation of DNA-templated transcription [GO:0006355]; regulation of gene expression [GO:0010468]","endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020]; nucleus [GO:0005634]; peroxisome [GO:0005777]; transcription regulator complex [GO:0005667]; acylglycerone-phosphate reductase activity [GO:0000140]; DNA-binding transcription factor binding [GO:0140297]; transcription corepressor activity [GO:0003714]; adipose tissue development [GO:0060612]; brown fat cell differentiation [GO:0050873]; ether lipid biosynthetic process [GO:0008611]; inflammatory response [GO:0006954]; neutrophil differentiation [GO:0030223]; phosphatidylcholine biosynthetic process [GO:0006656]; regulation of cold-induced thermogenesis [GO:0120161]; regulation of DNA-templated transcription [GO:0006355]; regulation of gene expression [GO:0010468]","acylglycerone-phosphate reductase activity [GO:0000140]; DNA-binding transcription factor binding [GO:0140297]; transcription corepressor activity [GO:0003714]","endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020]; nucleus [GO:0005634]; peroxisome [GO:0005777]; transcription regulator complex [GO:0005667]","SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q5RJY4}; Single-pass type II membrane protein {ECO:0000250|UniProtKB:Q5RJY4}.","TRANSMEM 18..38; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255","Q99J47",14.5197001,15.58008824,15.78080712,15.48159368,0.217307205,-0.58130623,-0.58130623,0.217307205,0.992111037,"Dhrs7b"
